lambda_m,alpha_max,source_id,ref
0.000029952856794339365,439300.9090504425,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.00004209013759969211,212179.1632826823,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.00004953891803335142,293677.66862456617,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.00005604068030198432,42890.16438057917,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.00007068641641764802,5002.557931158214,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.00007593071201562678,30509.85833809346,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.00008516374561608578,1688.6186010236213,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.0000892784800926232,10913.11356590286,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.00010844514674129468,1618.342172667529,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.00011637837878781913,373.4211164844035,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.00012981722020080256,14.271146324035708,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.00015401413373267433,1.991148839134069,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.00015976417231353989,683.2603733890402,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.0001584536280299643,65.3331290835831,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.00018763840952593907,0.21751475567211861,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.0002552631953029737,7.768435647564011,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.00026485684910240465,0.026362954822293883,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.0003188144833771731,0.011864873694366533,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.00038064862169752997,0.10898573274774544,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.00040004119321230685,0.005285952735909176,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.0005000680927682034,3.7821912347112288,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.0005199521818686035,0.3392621163466163,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.0006678026363142569,0.35367030190262755,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.0006716463180173053,0.005884312686716327,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.0007615873169981999,0.18201478935322565,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.0006945771356891398,3.297769894931006,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.0008137688876050447,0.0031135121635991847,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.0008774027169360985,0.6575752017901206,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
0.0009288694666433027,0.09419881015440935,eotwash_prl2016_digitized,"PRL 116, 131102 (2016) - Eöt-Wash Group"
