lambda_m,m_c_eV,alpha_max,theta_max_rad,kappa_vc_max_GeV
0.00029944650798066933,0.0006589723878587971,0.0036991872224834336,1.4482817067744984e-17,9.198943767622577e-16
0.00030505340698562365,0.0006468604378160558,0.0036991872224834336,1.4482817067744984e-17,9.198943767622577e-16
0.00031076529073948637,0.0006349711061053424,0.0036991872224834336,1.4482817067744984e-17,9.198943767622577e-16
0.00031658412499863944,0.000623300300989028,0.0036991872224834336,1.4482817067744984e-17,9.198943767622577e-16
0.00032251191232669834,0.0006118440059358539,0.0036991872224834336,1.4482817067744984e-17,9.198943767622577e-16
0.0003285506927836984,0.0006005982782386351,0.0036991872224834336,1.4482817067744984e-17,9.198943767622577e-16
0.00033470254462818503,0.0005895592476573698,0.003962840971848376,1.4990054480171408e-17,9.521122002141393e-16
0.00034096958503245216,0.0005787231150872861,0.003962840971848376,1.4990054480171408e-17,9.521122002141393e-16
0.00034735397081116915,0.0005680861512513764,0.003962840971848376,1.4990054480171408e-17,9.521122002141393e-16
0.00035385789916365446,0.0005576446954169559,0.003962840971848376,1.4990054480171408e-17,9.521122002141393e-16
0.00036048360843004537,0.0005473951541358165,0.003962840971848376,1.4990054480171408e-17,9.521122002141393e-16
0.00036723337886162893,0.0005373340000075306,0.003962840971848376,1.4990054480171408e-17,9.521122002141393e-16
0.00037410953340559277,0.0005274577704654934,0.0036991872224834336,1.4482817067744984e-17,9.198943767622577e-16
0.00038111443850447324,0.0005177630665852717,0.0036991872224834336,1.4482817067744984e-17,9.198943767622577e-16
0.0003882505049105725,0.0005082465519148551,0.0036991872224834336,1.4482817067744984e-17,9.198943767622577e-16
0.00039552018851562136,0.0004989049513264136,0.0036991872224834336,1.4482817067744984e-17,9.198943767622577e-16
0.00040292599119598146,0.000489735049889152,0.0036991872224834336,1.4482817067744984e-17,9.198943767622577e-16
0.00041047046167367,0.000480733691762887,0.0036991872224834336,1.4482817067744984e-17,9.198943767622577e-16
0.0004181561963935079,0.0004718977791119577,0.0036991872224834336,1.4482817067744984e-17,9.198943767622577e-16
0.0004259858404166926,0.0004632242710390981,0.0036991872224834336,1.4482817067744984e-17,9.198943767622577e-16
0.0004339620883310991,0.0004547101825389085,0.003008883104111412,1.306178547857807e-17,8.296357646454567e-16
0.0004420876851786293,0.00044635258347055823,0.003008883104111412,1.306178547857807e-17,8.296357646454567e-16
0.0004503654273999237,0.0004381485975493718,0.003008883104111412,1.306178547857807e-17,8.296357646454567e-16
0.0004587981637967616,0.0004300954013569503,0.00280869760147949,1.2619797340603835e-17,8.015623310851013e-16
0.00046738879651248184,0.0004221902233694861,0.00280869760147949,1.2619797340603835e-17,8.015623310851013e-16
0.0004761402820307633,0.00041443034300393594,0.00280869760147949,1.2619797340603835e-17,8.015623310851013e-16
0.0004850556321931016,0.000406813089681729,0.00280869760147949,1.2619797340603835e-17,8.015623310851013e-16
0.0004941379152353427,0.0003993358419096807,0.00280869760147949,1.2619797340603835e-17,8.015623310851013e-16
0.0005033902568436212,0.0003919960263778007,0.002621830740375793,1.2192765313678146e-17,7.744388537651261e-16
0.0005128158412300738,0.00038479111707368196,0.002621830740375793,1.2192765313678146e-17,7.744388537651261e-16
0.0005224179122286892,0.00037771863441317036,0.002621830740375793,1.2192765313678146e-17,7.744388537651261e-16
0.000532199774411682,0.00037077614438701007,0.002621830740375793,1.2192765313678146e-17,7.744388537651261e-16
0.0005421647942267689,0.0003639612577231728,0.002621830740375793,1.2192765313678146e-17,7.744388537651261e-16
0.0005523164011557358,0.0003572716290645876,0.002621830740375793,1.2192765313678146e-17,7.744388537651261e-16
0.000562658088894703,0.0003507049561619796,0.002621830740375793,1.2192765313678146e-17,7.744388537651261e-16
0.0005731934165564864,0.00034425897908154713,0.002621830740375793,1.2192765313678146e-17,7.744388537651261e-16
0.0005839260098954763,0.0003379314794271998,0.002621830740375793,1.2192765313678146e-17,7.744388537651261e-16
0.000594859562555444,0.00033172027957709447,0.002621830740375793,1.2192765313678146e-17,7.744388537651261e-16
0.0006059978373407193,0.0003256232419342016,0.00280869760147949,1.2619797340603835e-17,8.015623310851013e-16
0.0006173446675111672,0.0003196382681906466,0.00280869760147949,1.2619797340603835e-17,8.015623310851013e-16
0.0006289039581014114,0.00031376329860557315,0.00280869760147949,1.2619797340603835e-17,8.015623310851013e-16
0.0006406796872647599,0.00030799631129627955,0.00280869760147949,1.2619797340603835e-17,8.015623310851013e-16
0.0006526759076422942,0.00030233532154238347,0.00280869760147949,1.2619797340603835e-17,8.015623310851013e-16
0.0006648967477575968,0.0002967783811027754,0.00280869760147949,1.2619797340603835e-17,8.015623310851013e-16
0.0006773464134375863,0.00029132357754512947,0.00280869760147949,1.2619797340603835e-17,8.015623310851013e-16
0.0006900291892599645,0.00028596903358773455,0.002621830740375793,1.2192765313678146e-17,7.744388537651261e-16
0.0007029494400277606,0.00028071290645342465,0.002621830740375793,1.2192765313678146e-17,7.744388537651261e-16
0.0007161116122714906,0.00027555338723538226,0.002621830740375793,1.2192765313678146e-17,7.744388537651261e-16
0.0007295202357794351,0.00027048870027460115,0.00280869760147949,1.2619797340603835e-17,8.015623310851013e-16
0.0007431799251565768,0.0002655171025487888,0.003008883104111412,1.306178547857807e-17,8.296357646454567e-16
0.0007570953814127295,0.00026063688307250083,0.003008883104111412,1.306178547857807e-17,8.296357646454567e-16
0.0007712713935803945,0.0002558463623083038,0.003008883104111412,1.306178547857807e-17,8.296357646454567e-16
0.0007857128403629199,0.00025114389158875763,0.003008883104111412,1.306178547857807e-17,8.296357646454567e-16
0.0008004246918135138,0.00024652785254902413,0.00280869760147949,1.2619797340603835e-17,8.015623310851013e-16
0.0008154120110457021,0.00024199665656990212,0.00280869760147949,1.2619797340603835e-17,8.015623310851013e-16
0.000830679955975804,0.00023754874423110277,0.0019906885672672093,1.0624329960146384e-17,6.748177058019808e-16
0.0008462337810980431,0.0002331825847745708,0.0017346132433806102,9.91747736414718e-18,6.299210724178849e-16
0.0008620788392928907,0.000228896675577671,0.0017346132433806102,9.91747736414718e-18,6.299210724178849e-16
0.0008782205836692712,0.00022468954163605814,0.0017346132433806102,9.91747736414718e-18,6.299210724178849e-16
0.0008946645694412602,0.00022055973505605067,0.0016759169434907833,9.74823824803627e-18,6.191716366892956e-16
0.0009114164558399218,0.00021650583455633577,0.001619206824459372,9.581887152474373e-18,6.086056372252523e-16
0.0009284820080609482,0.0002125264449788314,0.001619206824459372,9.581887152474373e-18,6.086056372252523e-16
0.0009458670992487582,0.00020862019680854132,0.001619206824459372,9.581887152474373e-18,6.086056372252523e-16
